year,oshpd_id,county_number,county_name,facility_name,dba_address1,dba_city,dba_zip_code,license_category_desc,teaching_hospital_desc,licensed_bed_size,er_service_level,sex_male,sex_female,sex_unk,age_01_09,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_,age_under_1,age_unknown,asian_pacific_island,black,hispanic,native_american_eski,other_race,unknown_race,white,acute_care,against_medical_advice,died,hospice_care,home_health_service,residential_care,routine,psychiatric_care,sn_ic_care,medi_cal,medicare,other_payer,private_coverage,selfpay,all_other,english,spanish,ed_admit,ed_visit
2017,106150782,15,Kern,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,93555,General Acute Care,0.0,50-99,BASIC,8422.0,10715.0,1.0,1967.0,1939.0,2976.0,2643.0,2123.0,2374.0,1863.0,1575.0,1278.0,400.0,0.0,293.0,1051.0,2979.0,0.0,429.0,2670.0,11716.0,620.0,125.0,34.0,1.0,4.0,1.0,18032.0,33.0,75.0,8437.0,4320.0,1583.0,4239.0,559.0,46.0,18589.0,503.0,1238.0,19138.0
2017,106150788,15,Kern,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,93301,General Acute Care,0.0,200-299,BASIC,29247.0,35918.0,2.0,7065.0,6073.0,11344.0,9524.0,8118.0,8379.0,6060.0,3958.0,2864.0,1782.0,0.0,671.0,7054.0,31821.0,191.0,2191.0,704.0,22535.0,508.0,2952.0,86.0,28.0,9.0,128.0,59346.0,51.0,237.0,34450.0,12207.0,3172.0,11188.0,4149.0,215.0,55375.0,9577.0,10848.0,65167.0
2017,106150808,15,Kern,ADVENTIST HEALTH TEHACHAPI VALLEY,115 WEST E STREET,TEHACHAPI,93561,General Acute Care,0.0,1-49,STANDBY,6264.0,7232.0,3.0,1864.0,1633.0,1949.0,1722.0,1362.0,1656.0,1304.0,977.0,740.0,292.0,0.0,67.0,928.0,2661.0,8.0,388.0,54.0,9393.0,1078.0,1055.0,17.0,1.0,1.0,0.0,11026.0,37.0,3.0,6586.0,2608.0,704.0,2823.0,778.0,26.0,13024.0,449.0,65.0,13499.0
2017,106154101,15,Kern,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,93308,General Acute Care,0.0,1-49,BASIC,3310.0,4097.0,0.0,197.0,377.0,836.0,1085.0,1106.0,1255.0,1045.0,874.0,607.0,25.0,0.0,195.0,447.0,2020.0,20.0,43.0,1.0,4681.0,276.0,323.0,19.0,0.0,2.0,1.0,6769.0,0.0,8.0,2798.0,2490.0,172.0,1656.0,291.0,29.0,7130.0,248.0,2590.0,7407.0
2017,106164029,16,Kings,ADVENTIST HEALTH HANFORD,115 MALL DRIVE,HANFORD,93230,General Acute Care,0.0,150-199,BASIC,49847.0,65771.0,2.0,19956.0,16076.0,20146.0,16665.0,13230.0,11009.0,7221.0,4623.0,3490.0,3203.0,1.0,745.0,4766.0,78652.0,253.0,1890.0,524.0,28790.0,1862.0,2407.0,107.0,17.0,54.0,4.0,110232.0,167.0,250.0,72952.0,13952.0,6305.0,14669.0,7596.0,324.0,88202.0,27094.0,6915.0,115620.0
2017,106171049,17,Lake,ADVENTIST HEALTH CLEARLAKE,15630 18TH AVE,CLEARLAKE,95422,General Acute Care,0.0,1-49,STANDBY,9877.0,11324.0,0.0,1929.0,1826.0,3186.0,2900.0,2270.0,3110.0,2768.0,1640.0,1132.0,440.0,0.0,107.0,929.0,3054.0,239.0,539.0,156.0,16177.0,1687.0,528.0,61.0,2.0,7.0,0.0,18690.0,40.0,70.0,11940.0,5393.0,878.0,1939.0,1051.0,18.0,20004.0,1179.0,1125.0,21201.0
2017,106171395,17,Lake,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,95453,General Acute Care,0.0,1-49,BASIC,8746.0,10457.0,0.0,1655.0,1859.0,2532.0,2612.0,2124.0,2678.0,2491.0,1705.0,1170.0,377.0,0.0,164.0,363.0,3167.0,870.0,121.0,139.0,14379.0,794.0,129.0,24.0,4.0,6.0,2.0,17933.0,69.0,66.0,9493.0,5355.0,740.0,2474.0,1141.0,49.0,18178.0,976.0,1240.0,19203.0
2017,106184008,18,Lassen,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,General Acute Care,0.0,1-49,BASIC,5314.0,5706.0,0.0,1246.0,1088.0,1840.0,1501.0,1235.0,1276.0,1131.0,738.0,690.0,275.0,0.0,116.0,259.0,809.0,292.0,120.0,0.0,9424.0,739.0,37.0,6.0,0.0,0.0,0.0,9602.0,93.0,2.0,4564.0,2388.0,1116.0,2512.0,440.0,8.0,10945.0,67.0,637.0,11020.0
2017,106190017,19,Los Angeles,ALHAMBRA HOSPITAL MEDICAL CENTER,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,General Acute Care,0.0,100-149,BASIC,6963.0,9128.0,0.0,1539.0,1577.0,2978.0,2373.0,1998.0,2352.0,1470.0,761.0,932.0,111.0,0.0,2448.0,770.0,10653.0,27.0,487.0,3.0,1703.0,409.0,419.0,8.0,2.0,45.0,50.0,14731.0,150.0,176.0,1693.0,2645.0,271.0,10582.0,900.0,1471.0,12855.0,1765.0,3487.0,16091.0
2017,106190034,19,Los Angeles,ANTELOPE VALLEY HOSPITAL,1600 WEST AVENUE J,LANCASTER,93534,General Acute Care,0.0,300-499,BASIC,49116.0,66946.0,0.0,16219.0,12910.0,21552.0,17421.0,13587.0,14234.0,8742.0,4354.0,3157.0,3886.0,0.0,1376.0,35038.0,44287.0,166.0,1592.0,1239.0,32364.0,413.0,7561.0,129.0,16.0,28.0,18.0,104793.0,389.0,295.0,73967.0,15502.0,3187.0,14565.0,8830.0,570.0,104229.0,11263.0,13184.0,116062.0
2017,106190045,19,Los Angeles,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,90704,General Acute Care,0.0,1-49,STANDBY,1110.0,1091.0,0.0,224.0,296.0,322.0,260.0,260.0,292.0,231.0,164.0,121.0,31.0,0.0,14.0,12.0,739.0,0.0,25.0,0.0,1411.0,163.0,12.0,5.0,0.0,0.0,0.0,2016.0,0.0,0.0,614.0,425.0,55.0,820.0,287.0,12.0,1852.0,337.0,5.0,2201.0
2017,106190053,19,Los Angeles,ST. MARY MEDICAL CENTER - LONG BEACH,1050 LINDEN AVENUE,LONG BEACH,90813,General Acute Care,0.0,300-499,BASIC,22915.0,24036.0,5.0,4712.0,3845.0,9345.0,7852.0,6636.0,6751.0,3935.0,1719.0,979.0,1182.0,0.0,1596.0,11564.0,20642.0,221.0,556.0,410.0,11967.0,492.0,1453.0,79.0,5.0,7.0,4.0,44147.0,212.0,71.0,32153.0,6220.0,604.0,3709.0,4235.0,206.0,39331.0,7419.0,6554.0,46956.0
2017,106190081,19,Los Angeles,BEVERLY HOSPITAL,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,General Acute Care,0.0,200-299,BASIC,13581.0,15915.0,0.0,3963.0,3297.0,5319.0,4114.0,3447.0,3382.0,2339.0,1498.0,1435.0,702.0,0.0,569.0,437.0,26057.0,6.0,224.0,14.0,2189.0,349.0,1832.0,57.0,1.0,1.0,2.0,26475.0,253.0,27.0,16688.0,7114.0,492.0,1795.0,3400.0,324.0,23306.0,5866.0,7085.0,29496.0
2017,106190110,19,Los Angeles,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,3828 DELMAS TERRACE,CULVER CITY,90232,General Acute Care,0.0,300-499,BASIC,7450.0,7213.0,1.0,681.0,928.0,2753.0,2702.0,2187.0,2480.0,1653.0,671.0,534.0,75.0,0.0,604.0,5169.0,3673.0,69.0,14.0,34.0,5101.0,341.0,1028.0,15.0,0.0,0.0,2.0,12728.0,235.0,54.0,1085.0,2717.0,233.0,8426.0,2160.0,45.0,14433.0,186.0,4863.0,14664.0
2017,106190125,19,Los Angeles,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,General Acute Care,0.0,300-499,BASIC,33124.0,36889.0,2.0,7307.0,7127.0,16107.0,11815.0,9197.0,9192.0,5370.0,1512.0,641.0,1747.0,0.0,1086.0,23526.0,40639.0,74.0,303.0,161.0,4226.0,280.0,4012.0,94.0,1.0,219.0,2.0,63883.0,1192.0,42.0,53716.0,5522.0,751.0,3969.0,6057.0,82.0,51985.0,17948.0,10533.0,70015.0
2017,106190148,19,Los Angeles,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,90301,General Acute Care,0.0,300-499,BASIC,22058.0,26387.0,2.0,4076.0,4131.0,10164.0,8050.0,6431.0,7144.0,4456.0,1901.0,1328.0,766.0,0.0,505.0,29285.0,13083.0,0.0,1199.0,0.0,4375.0,896.0,864.0,122.0,0.0,0.0,0.0,46071.0,179.0,87.0,28251.0,6897.0,289.0,4811.0,8199.0,58.0,44916.0,3473.0,14944.0,48447.0
2017,106190159,19,Los Angeles,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,21530 PIONEER BOULEVARD,HAWAIIAN GARDENS,90716,General Acute Care,0.0,100-149,BASIC,84.0,80.0,0.0,11.0,14.0,38.0,24.0,23.0,23.0,13.0,5.0,12.0,1.0,0.0,15.0,18.0,76.0,0.0,6.0,4.0,45.0,9.0,10.0,0.0,0.0,0.0,0.0,142.0,0.0,1.0,68.0,22.0,3.0,36.0,35.0,0.0,150.0,14.0,113.0,164.0
2017,106190170,19,Los Angeles,CHILDREN'S HOSPITAL OF LOS ANGELES,4650 W. SUNSET BOULEVARD,LOS ANGELES,90027,General Acute Care,1.0,300-499,BASIC,45132.0,39305.0,0.0,52284.0,18309.0,617.0,86.0,51.0,23.0,17.0,6.0,1.0,13041.0,2.0,3358.0,5089.0,58709.0,19.0,13249.0,746.0,3267.0,2.0,1903.0,5.0,0.0,0.0,0.0,82211.0,274.0,9.0,76891.0,35.0,219.0,6924.0,2.0,1041.0,54278.0,29118.0,7760.0,84437.0
2017,106190197,19,Los Angeles,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,90255,General Acute Care,0.0,50-99,STANDBY,19053.0,22843.0,0.0,6809.0,6277.0,7209.0,5943.0,5747.0,4567.0,2518.0,1206.0,710.0,910.0,0.0,62.0,2244.0,38692.0,3.0,6.0,1.0,888.0,1128.0,4299.0,30.0,0.0,2.0,0.0,36340.0,66.0,9.0,33374.0,1857.0,71.0,0.0,6594.0,1.0,39556.0,2339.0,3098.0,41896.0
2017,106190198,19,Los Angeles,LOS ANGELES COMMUNITY HOSPITAL,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,General Acute Care,0.0,100-149,STANDBY,3039.0,3295.0,0.0,1073.0,820.0,920.0,796.0,872.0,910.0,515.0,174.0,107.0,147.0,0.0,110.0,511.0,4990.0,0.0,46.0,46.0,631.0,478.0,665.0,1.0,0.0,0.0,36.0,4914.0,47.0,190.0,3784.0,824.0,16.0,1098.0,612.0,50.0,3621.0,2663.0,1182.0,6334.0
2017,106190200,19,Los Angeles,SAN GABRIEL VALLEY MEDICAL CENTER,438 W. LAS TUNAS DRIVE,SAN GABRIEL,91776,General Acute Care,0.0,200-299,BASIC,9333.0,11795.0,1.0,2935.0,2289.0,3295.0,2784.0,2506.0,2370.0,1675.0,1223.0,1383.0,669.0,0.0,6990.0,614.0,9789.0,15.0,395.0,39.0,3287.0,258.0,437.0,21.0,1.0,16.0,28.0,19174.0,268.0,228.0,2073.0,3687.0,287.0,13218.0,1864.0,2810.0,16756.0,1563.0,4626.0,21129.0
2017,106190240,19,Los Angeles,LAKEWOOD REGIONAL MEDICAL CENTER,3700 SOUTH STREET,LAKEWOOD,90712,General Acute Care,0.0,150-199,BASIC,17801.0,23494.0,0.0,3620.0,4005.0,7675.0,6318.0,5618.0,5372.0,3906.0,2419.0,1932.0,430.0,0.0,2791.0,11319.0,15119.0,21.0,2457.0,175.0,9413.0,898.0,2303.0,75.0,11.0,156.0,0.0,37552.0,73.0,219.0,22448.0,7700.0,395.0,6266.0,4466.0,163.0,37925.0,3207.0,6598.0,41295.0
2017,106190243,19,Los Angeles,PIH HEALTH HOSPITAL - DOWNEY,11500 BROOKSHIRE AVENUE,DOWNEY,90241,General Acute Care,0.0,150-199,BASIC,21324.0,28841.0,1.0,7216.0,6181.0,8570.0,6400.0,5636.0,5027.0,4156.0,2996.0,2600.0,1383.0,1.0,915.0,1975.0,41889.0,22.0,147.0,304.0,4914.0,1405.0,1490.0,26.0,12.0,13.0,17.0,45975.0,205.0,304.0,28954.0,8203.0,713.0,9213.0,3083.0,104.0,39289.0,10773.0,5930.0,50166.0
2017,106190256,19,Los Angeles,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BOULEVARD,LOS ANGELES,90023,General Acute Care,0.0,100-149,BASIC,6619.0,6993.0,0.0,1773.0,1728.0,2591.0,2231.0,1838.0,1673.0,826.0,417.0,269.0,266.0,0.0,85.0,319.0,12654.0,7.0,6.0,0.0,541.0,190.0,1303.0,8.0,0.0,2.0,6.0,11325.0,24.0,25.0,9735.0,1250.0,701.0,642.0,1284.0,5.0,8553.0,5054.0,2038.0,13612.0
2017,106190280,19,Los Angeles,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BOULEVARD,ENCINO,91436,General Acute Care,0.0,100-149,BASIC,4013.0,4957.0,0.0,519.0,624.0,1593.0,1758.0,1401.0,1279.0,812.0,439.0,498.0,47.0,0.0,229.0,966.0,1383.0,2.0,682.0,183.0,5525.0,200.0,268.0,6.0,0.0,0.0,0.0,8468.0,0.0,0.0,4107.0,1683.0,128.0,2165.0,887.0,80.0,8788.0,102.0,2156.0,8970.0
2017,106190298,19,Los Angeles,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,250 SOUTH GRAND AVENUE,GLENDORA,91741,General Acute Care,0.0,100-149,BASIC,13154.0,17674.0,0.0,4097.0,3612.0,4973.0,4009.0,3208.0,3480.0,2777.0,2071.0,2049.0,552.0,0.0,982.0,1052.0,15549.0,40.0,443.0,113.0,12649.0,488.0,433.0,18.0,17.0,0.0,1.0,29288.0,260.0,283.0,629.0,6099.0,130.0,21576.0,2394.0,714.0,27484.0,2630.0,4416.0,30828.0
2017,106190315,19,Los Angeles,GARFIELD MEDICAL CENTER,525 NORTH GARFIELD AVENUE,MONTEREY PARK,91754,General Acute Care,0.0,200-299,BASIC,9214.0,11472.0,1.0,3110.0,2115.0,2787.0,2518.0,2365.0,2461.0,1958.0,1317.0,1390.0,666.0,0.0,8941.0,339.0,10178.0,1.0,67.0,20.0,1141.0,267.0,326.0,47.0,2.0,8.0,3.0,19582.0,199.0,69.0,1988.0,3790.0,404.0,12632.0,1873.0,5816.0,11895.0,2976.0,5762.0,20687.0
2017,106190323,19,Los Angeles,ADVENTIST HEALTH GLENDALE,1509 WILSON TERRACE,GLENDALE,91206,General Acute Care,0.0,500+,BASIC,19523.0,25515.0,1.0,4245.0,3853.0,6840.0,6759.0,5380.0,5976.0,5067.0,3199.0,2975.0,744.0,1.0,2061.0,1078.0,13220.0,37.0,1300.0,1127.0,26216.0,1063.0,1622.0,52.0,6.0,124.0,2.0,41622.0,19.0,361.0,23119.0,8298.0,684.0,9389.0,3446.0,5277.0,37045.0,2717.0,14961.0,45039.0
2017,106190328,19,Los Angeles,GLENDORA COMMUNITY HOSPITAL,150 WEST ROUTE 66,GLENDORA,91740,General Acute Care,0.0,100-149,BASIC,1889.0,2155.0,0.0,481.0,497.0,844.0,664.0,518.0,480.0,269.0,161.0,82.0,48.0,0.0,468.0,12.0,2204.0,0.0,119.0,11.0,1230.0,106.0,292.0,2.0,0.0,0.0,1.0,3472.0,13.0,75.0,2753.0,551.0,27.0,281.0,432.0,13.0,3460.0,571.0,1726.0,4044.0
2017,106190352,19,Los Angeles,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVENUE,SOUTH EL MONTE,91733,General Acute Care,0.0,100-149,BASIC,9221.0,10287.0,0.0,3336.0,2868.0,3520.0,2997.0,2651.0,1941.0,968.0,390.0,276.0,561.0,0.0,1131.0,250.0,15909.0,0.0,117.0,1321.0,780.0,418.0,1114.0,15.0,0.0,0.0,0.0,17385.0,235.0,10.0,4217.0,936.0,200.0,12551.0,1604.0,394.0,12551.0,6563.0,2763.0,19508.0
2017,106190382,19,Los Angeles,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,General Acute Care,0.0,300-499,BASIC,14320.0,15866.0,1.0,172.0,1369.0,7217.0,6311.0,4674.0,4828.0,3228.0,1398.0,958.0,32.0,0.0,2366.0,4368.0,14399.0,18.0,3110.0,48.0,5878.0,578.0,1862.0,66.0,4.0,24.0,25.0,26825.0,462.0,234.0,5294.0,3676.0,50.0,16547.0,4611.0,601.0,26787.0,2799.0,7195.0,30187.0
2017,106190385,19,Los Angeles,PROVIDENCE HOLY CROSS MEDICAL CENTER,15031 RINALDI STREET,MISSION HILLS,91345,General Acute Care,0.0,300-499,BASIC,39330.0,53476.0,16.0,16870.0,13159.0,15899.0,12310.0,9761.0,8584.0,5965.0,3632.0,3131.0,3511.0,0.0,1543.0,2845.0,73013.0,52.0,3372.0,550.0,11447.0,1183.0,516.0,97.0,1.0,26.0,25.0,90408.0,184.0,185.0,59361.0,10270.0,857.0,13174.0,9160.0,890.0,67013.0,24919.0,10966.0,92822.0
2017,106190392,19,Los Angeles,GOOD SAMARITAN HOSPITAL-LOS ANGELES,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,General Acute Care,0.0,300-499,BASIC,14283.0,15943.0,1.0,1120.0,1908.0,6725.0,5857.0,4317.0,4533.0,2945.0,1538.0,976.0,308.0,0.0,2451.0,6496.0,14745.0,10.0,177.0,67.0,6281.0,691.0,3865.0,75.0,0.0,0.0,0.0,25022.0,545.0,1.0,11775.0,4269.0,381.0,9013.0,4789.0,1137.0,19896.0,9194.0,4736.0,30227.0
2017,106190400,19,Los Angeles,HUNTINGTON MEMORIAL HOSPITAL,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,General Acute Care,1.0,500+,BASIC,24078.0,29784.0,6.0,5457.0,4818.0,9291.0,8667.0,6516.0,6628.0,4825.0,3217.0,3161.0,1288.0,0.0,4150.0,8014.0,17532.0,98.0,4905.0,394.0,18775.0,1468.0,1242.0,110.0,12.0,67.0,29.0,49207.0,253.0,319.0,4040.0,9523.0,17154.0,18173.0,4978.0,1342.0,47981.0,4545.0,18272.0,53868.0
2017,106190413,19,Los Angeles,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W. SAN BERNARDINO ROAD,COVINA,91723,General Acute Care,0.0,150-199,BASIC,10577.0,13323.0,1.0,2294.0,2408.0,3502.0,3213.0,2991.0,3396.0,2491.0,1616.0,1716.0,274.0,0.0,1273.0,1251.0,14026.0,36.0,452.0,35.0,6828.0,422.0,479.0,63.0,7.0,0.0,0.0,22477.0,231.0,214.0,518.0,5584.0,64.0,15810.0,1925.0,767.0,20113.0,3021.0,6432.0,23901.0
2017,106190422,19,Los Angeles,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BOULEVARD,TORRANCE,90505,General Acute Care,0.0,500+,BASIC,26743.0,37457.0,5.0,7290.0,6287.0,9521.0,8407.0,7338.0,7910.0,5948.0,4992.0,5115.0,1397.0,0.0,7597.0,8032.0,22681.0,57.0,4870.0,287.0,20681.0,742.0,320.0,41.0,2.0,0.0,25.0,61698.0,497.0,395.0,20517.0,13528.0,914.0,25274.0,3809.0,1465.0,58180.0,4560.0,16781.0,64205.0
2017,106190429,19,Los Angeles,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BOULEVARD,LOS ANGELES,90027,General Acute Care,1.0,300-499,BASIC,31124.0,33536.0,4.0,5233.0,4333.0,11379.0,9978.0,7865.0,7816.0,6978.0,5543.0,4470.0,1067.0,2.0,6672.0,9245.0,29917.0,231.0,1176.0,2074.0,15349.0,508.0,1080.0,23.0,58.0,570.0,3.0,61280.0,831.0,257.0,18156.0,14300.0,185.0,26518.0,5444.0,1899.0,51325.0,11440.0,8742.0,64664.0
2017,106190431,19,Los Angeles,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,General Acute Care,0.0,200-299,BASIC,27420.0,36383.0,5.0,6183.0,5078.0,8821.0,7735.0,6846.0,7741.0,7139.0,6714.0,6322.0,1229.0,0.0,5568.0,20423.0,21633.0,178.0,1327.0,2796.0,11883.0,990.0,2409.0,47.0,158.0,858.0,7.0,58368.0,545.0,355.0,14416.0,16637.0,89.0,29467.0,3191.0,1003.0,56856.0,5949.0,4291.0,63808.0
2017,106190432,19,Los Angeles,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA STREET,PANORAMA CITY,91402,General Acute Care,0.0,200-299,BASIC,29618.0,35157.0,0.0,7140.0,5897.0,9476.0,7451.0,6813.0,7485.0,7300.0,6256.0,5472.0,1484.0,1.0,5806.0,4104.0,33768.0,142.0,182.0,721.0,20052.0,1114.0,832.0,60.0,171.0,823.0,10.0,60458.0,723.0,536.0,19625.0,15850.0,113.0,26032.0,3131.0,1170.0,54946.0,8659.0,3682.0,64775.0
2017,106190434,19,Los Angeles,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVENUE,LOS ANGELES,90034,General Acute Care,0.0,200-299,BASIC,31965.0,42313.0,3.0,6204.0,5470.0,12729.0,9677.0,7752.0,8971.0,8188.0,6902.0,7211.0,1177.0,0.0,2601.0,35830.0,21208.0,210.0,1176.0,1521.0,11735.0,1823.0,1966.0,95.0,187.0,1252.0,0.0,67851.0,684.0,301.0,23037.0,18446.0,128.0,26606.0,6034.0,870.0,66115.0,7296.0,2827.0,74281.0
2017,106190470,19,Los Angeles,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,4101 TORRANCE BOULEVARD,TORRANCE,90503,General Acute Care,0.0,300-499,BASIC,23164.0,31861.0,4.0,7661.0,5776.0,8964.0,7908.0,6578.0,6374.0,4389.0,2931.0,2870.0,1578.0,0.0,4326.0,8776.0,24077.0,77.0,3382.0,402.0,13989.0,1389.0,2766.0,91.0,4.0,35.0,7.0,49930.0,312.0,265.0,26848.0,8253.0,1260.0,14791.0,3877.0,1440.0,46816.0,6773.0,12397.0,55029.0
2017,106190475,19,Los Angeles,COMMUNITY HOSPITAL LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,90804,General Acute Care,0.0,150-199,BASIC,9610.0,11770.0,1.0,1299.0,1774.0,4545.0,3711.0,3109.0,2987.0,1882.0,1001.0,914.0,159.0,0.0,1183.0,4579.0,6139.0,45.0,724.0,54.0,8657.0,756.0,0.0,37.0,2.0,23.0,0.0,20366.0,15.0,79.0,10574.0,3458.0,551.0,4518.0,2280.0,242.0,20108.0,1031.0,5011.0,21381.0
2017,106190500,19,Los Angeles,CEDARS-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BOULEVARD,MARINA DEL REY,90292,General Acute Care,0.0,100-149,BASIC,13170.0,14554.0,1.0,1122.0,1835.0,5820.0,4859.0,3956.0,3833.0,2631.0,1773.0,1705.0,166.0,25.0,1266.0,7166.0,5320.0,45.0,990.0,239.0,12699.0,1047.0,982.0,53.0,14.0,90.0,3.0,24739.0,500.0,106.0,7409.0,5200.0,936.0,11553.0,2627.0,472.0,26254.0,999.0,1051.0,27725.0
2017,106190517,19,Los Angeles,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,91356,General Acute Care,0.0,200-299,BASIC,18625.0,23392.0,1.0,6936.0,4380.0,5809.0,5745.0,4443.0,4357.0,3516.0,2452.0,2795.0,1585.0,0.0,893.0,1992.0,12172.0,37.0,1441.0,194.0,25289.0,367.0,314.0,32.0,5.0,12.0,17.0,40796.0,241.0,167.0,21616.0,6954.0,360.0,10405.0,2682.0,2667.0,35508.0,3843.0,7576.0,42018.0
2017,106190521,19,Los Angeles,MEMORIAL HOSPITAL OF GARDENA,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,General Acute Care,0.0,150-199,BASIC,16127.0,21248.0,0.0,4077.0,3707.0,8186.0,6372.0,4587.0,4794.0,2679.0,1254.0,936.0,783.0,0.0,1029.0,18470.0,13213.0,34.0,1680.0,544.0,2405.0,1150.0,2582.0,37.0,2.0,14.0,3.0,32811.0,104.0,151.0,4392.0,24050.0,1089.0,2636.0,5208.0,10.0,36876.0,489.0,5245.0,37375.0
2017,106190522,19,Los Angeles,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,General Acute Care,0.0,300-499,BASIC,15338.0,18280.0,0.0,2893.0,2834.0,5435.0,5127.0,4088.0,4306.0,3810.0,2393.0,2178.0,554.0,0.0,1702.0,1509.0,14048.0,6.0,5086.0,42.0,11225.0,262.0,631.0,59.0,3.0,74.0,0.0,32089.0,17.0,128.0,18958.0,6626.0,733.0,5023.0,2278.0,2189.0,27557.0,3872.0,4936.0,33618.0
2017,106190524,19,Los Angeles,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,General Acute Care,0.0,100-149,BASIC,6061.0,6184.0,0.0,855.0,1317.0,2195.0,1914.0,1889.0,1815.0,1265.0,511.0,411.0,73.0,0.0,761.0,1313.0,7427.0,28.0,47.0,3.0,2666.0,68.0,1116.0,17.0,0.0,3.0,10.0,10491.0,7.0,126.0,7666.0,2041.0,182.0,700.0,1636.0,505.0,7867.0,3873.0,6195.0,12245.0
2017,106190525,19,Los Angeles,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVENUE,LONG BEACH,90806,General Acute Care,1.0,300-499,BASIC,38499.0,48080.0,0.0,20821.0,11345.0,13061.0,10086.0,7687.0,7296.0,4989.0,2711.0,1997.0,6586.0,0.0,5805.0,17661.0,47549.0,120.0,2721.0,528.0,12195.0,928.0,0.0,77.0,5.0,94.0,1.0,81157.0,399.0,282.0,57104.0,8238.0,809.0,15524.0,4904.0,1030.0,71345.0,14204.0,14368.0,86579.0
2017,106190529,19,Los Angeles,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,General Acute Care,0.0,300-499,BASIC,18499.0,22496.0,0.0,5200.0,4314.0,5781.0,5243.0,4557.0,4787.0,3766.0,2928.0,3556.0,863.0,0.0,5904.0,2536.0,8141.0,25.0,13440.0,164.0,10785.0,1240.0,1837.0,89.0,4.0,2.0,8.0,37532.0,70.0,103.0,4182.0,8886.0,680.0,24698.0,2549.0,1873.0,35478.0,3644.0,11349.0,40995.0
2017,106190534,19,Los Angeles,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BLVD,LOS ANGELES,90036,General Acute Care,0.0,200-299,BASIC,9866.0,11944.0,0.0,1242.0,1668.0,4526.0,3863.0,3011.0,3587.0,2117.0,978.0,690.0,128.0,0.0,733.0,10099.0,4591.0,0.0,2277.0,42.0,4068.0,806.0,734.0,29.0,0.0,0.0,47.0,19569.0,116.0,304.0,11659.0,3533.0,624.0,2929.0,3065.0,194.0,20631.0,985.0,4760.0,21810.0
