,datayear,oshpd_id2,county_name,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSE_CATEGORY_DESC,control_type_desc,TRAUMA_CENTER_DESC,ed_lic_levl_end,rural_hospital_desc,teaching_hospital_desc,licensed_bed_size,mssa_designation,Sex_Male,Sex_Female,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Hispanic or Latino,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Hospice_Care,Home_Health_Service,Residential_Care,Routine,Psychiatric_Care,SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,ED_Visit,All_Other_Languages,English,Spanish
107,,106190570,LOS ANGELES,13222 BLOOMFIELD AVENUE,NORWALK,90650,General Acute Care Hospital,Investor - Corporation,,Basic,,,50-99,Urban,2735.0,2827.0,,432.0,508.0,955.0,916.0,793.0,883.0,617.0,228.0,193.0,37.0,,313.0,599.0,3493.0,4.0,3156.0,371.0,1114.0,488.0,416.0,8.0,,,34.0,4209.0,25.0,346.0,3208.0,939.0,80.0,958.0,377.0,5562.0,59.0,4734.0,769.0
108,,106190587,LOS ANGELES,2776 PACIFIC AVENUE,LONG BEACH,90806,General Acute Care Hospital,Investor - Limited Liability Company,,Basic,,,100-149,Urban,4505.0,4231.0,1.0,232.0,522.0,1618.0,1488.0,1302.0,1560.0,1141.0,496.0,353.0,25.0,,634.0,2900.0,2737.0,25.0,1045.0,83.0,4050.0,400.0,454.0,12.0,,,389.0,6371.0,720.0,317.0,4696.0,2252.0,36.0,717.0,1036.0,8737.0,48.0,8192.0,497.0
109,,106190630,LOS ANGELES,1798 NORTH GAREY AVENUE,POMONA,91767,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,36466.0,44289.0,,10442.0,8584.0,13289.0,11174.0,9349.0,9526.0,6797.0,4363.0,4432.0,2799.0,,4710.0,7437.0,46998.0,58.0,10534.0,8.0,58008.0,903.0,841.0,153.0,37.0,7.0,2.0,76449.0,479.0,460.0,48035.0,11114.0,1191.0,16135.0,4277.0,80755.0,1258.0,68529.0,10968.0
110,,106190631,LOS ANGELES,12401 WASHINGTON BLVD.,WHITTIER,90602,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,500+,Urban,27311.0,36213.0,2.0,7798.0,6854.0,9901.0,8898.0,7240.0,6962.0,5295.0,4357.0,4480.0,1741.0,,1453.0,1091.0,50651.0,70.0,252.0,145.0,60515.0,2208.0,2084.0,83.0,30.0,23.0,20.0,57458.0,522.0,308.0,30184.0,12527.0,1277.0,15983.0,3555.0,63526.0,231.0,54461.0,8834.0
111,,106190636,LOS ANGELES,1115 SOUTH SUNSET AVENUE,WEST COVINA,91790,General Acute Care Hospital,Investor - Corporation,,Basic,,,300-499,Urban,28579.0,37091.0,,11102.0,7864.0,11500.0,8930.0,6789.0,6752.0,4974.0,2696.0,2335.0,2728.0,,4790.0,1951.0,51577.0,145.0,1205.0,400.0,57179.0,1142.0,1423.0,29.0,5.0,,,62287.0,416.0,284.0,7794.0,8184.0,585.0,43110.0,5997.0,65670.0,996.0,52172.0,12502.0
112,,106190673,LOS ANGELES,1350 WEST COVINA BOULEVARD,SAN DIMAS,91773,General Acute Care Hospital,Investor - Limited Liability Company,,Basic,,,100-149,Urban,6746.0,8627.0,,1592.0,2080.0,2792.0,2259.0,1852.0,1824.0,1140.0,873.0,761.0,200.0,,1072.0,1183.0,7063.0,54.0,85.0,12.0,12967.0,336.0,527.0,12.0,,1.0,,13801.0,76.0,15.0,1334.0,2547.0,532.0,9936.0,1024.0,15373.0,92.0,14836.0,445.0
113,,106190680,LOS ANGELES,1300 WEST SEVENTH STREET,SAN PEDRO,90732,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,15374.0,19940.0,6.0,4059.0,3884.0,5886.0,5192.0,4618.0,4475.0,3155.0,1761.0,1596.0,694.0,,681.0,3350.0,19442.0,55.0,20380.0,425.0,10412.0,805.0,301.0,22.0,5.0,17.0,1.0,33439.0,433.0,128.0,19185.0,5464.0,1249.0,6754.0,2668.0,35320.0,302.0,30490.0,4528.0
114,,106190687,LOS ANGELES,1250 16TH STREET,SANTA MONICA,90404,General Acute Care Hospital,University of California,,Basic,,,200-299,Urban,19313.0,20870.0,1.0,3872.0,3366.0,6903.0,6451.0,5251.0,5001.0,3978.0,2377.0,2279.0,706.0,,2101.0,5005.0,10289.0,179.0,8711.0,397.0,23766.0,759.0,470.0,36.0,2.0,305.0,,37963.0,290.0,140.0,15409.0,5938.0,968.0,15312.0,2557.0,40184.0,937.0,36813.0,2434.0
115,,106190696,LOS ANGELES,9449 SAN FERNANDO ROAD,SUN VALLEY,91352,General Acute Care Hospital,Investor - Corporation,,Basic,,,200-299,Urban,4923.0,4759.0,,919.0,1267.0,1987.0,1610.0,1423.0,1288.0,669.0,250.0,159.0,110.0,,113.0,748.0,7107.0,8.0,7674.0,3.0,1136.0,36.0,413.0,14.0,,,,9045.0,1.0,1.0,6771.0,768.0,239.0,752.0,1152.0,9682.0,45.0,7266.0,2371.0
116,,106190708,LOS ANGELES,4929 VAN NUYS BOULEVARD,SHERMAN OAKS,91403,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,10485.0,10966.0,,1353.0,1597.0,4146.0,4003.0,3128.0,2945.0,2013.0,1051.0,1071.0,144.0,,437.0,2576.0,4791.0,22.0,6687.0,465.0,11264.0,531.0,793.0,25.0,,,73.0,19150.0,336.0,109.0,10510.0,3598.0,306.0,4059.0,2978.0,21451.0,302.0,20068.0,1081.0
117,,106190754,LOS ANGELES,3630 E. IMPERIAL HIGHWAY,LYNWOOD,90262,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,27340.0,32879.0,6.0,8091.0,7082.0,11952.0,8941.0,7077.0,6349.0,4557.0,2461.0,1564.0,2151.0,,448.0,12419.0,43793.0,13.0,44967.0,729.0,1649.0,67.0,5183.0,190.0,8.0,197.0,25.0,52565.0,11.0,1529.0,8818.0,2855.0,376.0,37204.0,10972.0,60225.0,138.0,43863.0,16224.0
118,,106190756,LOS ANGELES,2121 SANTA MONICA BLVD.,SANTA MONICA,90404,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,10857.0,11996.0,6.0,971.0,1146.0,3450.0,3152.0,2970.0,3206.0,2914.0,2288.0,2601.0,161.0,,848.0,2242.0,3578.0,80.0,5209.0,515.0,13931.0,305.0,444.0,29.0,1.0,13.0,7.0,21427.0,421.0,164.0,6387.0,6332.0,486.0,7795.0,1858.0,22859.0,869.0,21145.0,845.0
119,,106190758,LOS ANGELES,501 S BUENA VISTA STREET,BURBANK,91505,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,25072.0,30631.0,7.0,5729.0,4980.0,10248.0,9094.0,6752.0,6772.0,4972.0,3229.0,2848.0,1086.0,,1496.0,3355.0,20307.0,33.0,9371.0,470.0,40916.0,1051.0,1193.0,97.0,1.0,13.0,14.0,51627.0,495.0,294.0,25596.0,8363.0,1283.0,16150.0,4318.0,55710.0,4743.0,43995.0,6972.0
120,,106190762,LOS ANGELES,2131 WEST 3RD STREET,LOS ANGELES,90057,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,10590.0,11148.0,,467.0,961.0,4144.0,3655.0,2942.0,3415.0,2694.0,1922.0,1490.0,47.0,1.0,3096.0,3627.0,10803.0,46.0,1278.0,698.0,12993.0,238.0,815.0,27.0,2.0,,,20375.0,92.0,172.0,14419.0,2124.0,338.0,2411.0,2446.0,21738.0,1350.0,16436.0,3952.0
121,,106190766,LOS ANGELES,13100 STUDEBAKER ROAD,NORWALK,90650,General Acute Care Hospital,Investor - Limited Liability Company,,Basic,,,100-149,Urban,6291.0,6709.0,,1139.0,1360.0,2390.0,2047.0,1836.0,1900.0,1151.0,544.0,510.0,123.0,,519.0,1538.0,8376.0,1.0,4637.0,,6305.0,625.0,799.0,24.0,12.0,22.0,66.0,10811.0,174.0,90.0,1609.0,7863.0,277.0,245.0,3006.0,13000.0,,12880.0,120.0
122,,106190796,LOS ANGELES,757 WESTWOOD PLAZA,LOS ANGELES,90095,General Acute Care Hospital,University of California,,Comprehensive,,Teaching,300-499,Urban,18702.0,19878.0,2.0,2731.0,4167.0,8526.0,5970.0,4042.0,4364.0,3735.0,2329.0,2112.0,605.0,1.0,4098.0,5206.0,8139.0,221.0,7831.0,357.0,20855.0,1594.0,631.0,77.0,10.0,43.0,,33832.0,2223.0,36.0,10494.0,6484.0,1304.0,18022.0,2278.0,38582.0,1254.0,35444.0,1884.0
123,,106190812,LOS ANGELES,15107 VANOWEN STREET,VAN NUYS,91405,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,26678.0,32728.0,2.0,10966.0,7519.0,9748.0,8300.0,6935.0,6388.0,4161.0,1770.0,1132.0,2489.0,,1362.0,3258.0,42923.0,50.0,1290.0,64.0,53384.0,593.0,5085.0,56.0,,2.0,,53223.0,341.0,4.0,10472.0,4533.0,161.0,36364.0,7878.0,59408.0,1559.0,34868.0,22981.0
124,,106190818,LOS ANGELES,1812 VERDUGO BOULEVARD,GLENDALE,91208,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,9709.0,11362.0,,1817.0,2169.0,3113.0,2916.0,2700.0,2682.0,2382.0,1625.0,1436.0,231.0,,1265.0,1151.0,3290.0,95.0,,1732.0,16828.0,434.0,326.0,18.0,17.0,3.0,29.0,19428.0,81.0,89.0,7576.0,3936.0,311.0,7851.0,1397.0,21071.0,570.0,20209.0,292.0
125,,106190859,LOS ANGELES,7300 MEDICAL CENTER DRIVE,WEST HILLS,91307,General Acute Care Hospital,Investor - Corporation,,Basic,,,200-299,Urban,22947.0,26994.0,,5090.0,5165.0,8687.0,7724.0,6337.0,6146.0,4561.0,2809.0,2698.0,724.0,,1501.0,2390.0,13027.0,13.0,25636.0,161.0,20240.0,519.0,2351.0,46.0,7.0,75.0,1.0,45925.0,267.0,125.0,22841.0,7885.0,1379.0,11263.0,6573.0,49941.0,502.0,47473.0,1966.0
126,,106190878,LOS ANGELES,1720 CESAR E. CHAVEZ AVENUE,LOS ANGELES,90033,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,300-499,Urban,23191.0,30155.0,3.0,9083.0,5949.0,9692.0,7051.0,5577.0,5107.0,4149.0,2498.0,1861.0,2382.0,,473.0,1620.0,48426.0,26.0,11641.0,362.0,39081.0,584.0,1479.0,32.0,15.0,46.0,2.0,50591.0,7.0,296.0,34978.0,7222.0,1771.0,4622.0,4742.0,53349.0,88.0,33350.0,19911.0
127,,106190883,LOS ANGELES,9080 COLIMA ROAD,WHITTIER,90605,General Acute Care Hospital,Investor - Corporation,,Basic,,,150-199,Urban,10970.0,14324.0,,3754.0,3063.0,4619.0,3910.0,2959.0,2703.0,1703.0,955.0,902.0,726.0,,2192.0,620.0,17126.0,28.0,15586.0,488.0,6380.0,893.0,1010.0,26.0,1.0,5.0,8.0,22509.0,249.0,110.0,3736.0,2772.0,312.0,17342.0,1132.0,25294.0,986.0,20301.0,4007.0
128,,106190949,LOS ANGELES,23845 MCBEAN PARKWAY,VALENCIA,91355,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,25990.0,31065.0,,6545.0,6742.0,9593.0,8350.0,6761.0,6895.0,4677.0,3390.0,3007.0,1095.0,,2263.0,3538.0,18326.0,61.0,2488.0,211.0,48494.0,2303.0,1188.0,62.0,6.0,25.0,,51927.0,40.0,63.0,8557.0,8724.0,2417.0,33363.0,3994.0,57055.0,100.0,55865.0,1090.0
129,,106191227,LOS ANGELES,1000 WEST CARSON STREET,TORRANCE,90502,General Acute Care Hospital,City or County,,Basic,,Teaching,300-499,Urban,36743.0,34330.0,28.0,11128.0,9272.0,10286.0,8925.0,9114.0,10019.0,6449.0,2113.0,1321.0,2474.0,,3887.0,13441.0,42872.0,286.0,48040.0,826.0,4621.0,3850.0,418.0,136.0,,,110.0,65120.0,823.0,209.0,54066.0,4858.0,1415.0,4354.0,6399.0,71101.0,1480.0,46384.0,23237.0
130,,106191228,LOS ANGELES,1200 NORTH STATE STREET,LOS ANGELES,90033,General Acute Care Hospital,City or County,,Comprehensive,,Teaching,500+,Urban,69866.0,55794.0,35.0,7906.0,9460.0,20943.0,21396.0,22289.0,23117.0,13300.0,3871.0,1621.0,1792.0,,3892.0,14765.0,85358.0,234.0,95364.0,7363.0,4077.0,1916.0,682.0,129.0,2.0,6.0,59.0,106692.0,6003.0,154.0,91417.0,9057.0,10515.0,6042.0,8482.0,125695.0,2985.0,69969.0,52741.0
131,,106191230,LOS ANGELES,1680 EAST 120TH STREET,LOS ANGELES,90059,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,100-149,Urban,39964.0,53345.0,1.0,8941.0,8454.0,20411.0,16290.0,13247.0,13134.0,7863.0,1966.0,1086.0,1918.0,,364.0,42283.0,45563.0,84.0,488.0,1462.0,48618.0,2337.0,3479.0,43.0,41.0,170.0,131.0,84096.0,2182.0,82.0,69981.0,7029.0,12890.0,3410.0,,93310.0,118.0,73889.0,19303.0
132,,106191231,LOS ANGELES,14445 OLIVE VIEW DRIVE,SYLMAR,91342,General Acute Care Hospital,City or County,,Basic,,Teaching,300-499,Urban,30562.0,30669.0,4.0,2684.0,4270.0,9556.0,10759.0,11547.0,11783.0,7177.0,2006.0,893.0,559.0,1.0,1849.0,2498.0,42912.0,80.0,54478.0,1328.0,1002.0,847.0,224.0,17.0,1.0,1.0,20.0,54807.0,4464.0,177.0,44266.0,4194.0,4681.0,3017.0,5044.0,61235.0,1621.0,29815.0,29799.0
133,,106191450,LOS ANGELES,5601 DE SOTO AVENUE,WOODLAND HILLS,91367,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,18861.0,21729.0,1.0,2886.0,2918.0,5343.0,4330.0,3999.0,4854.0,5020.0,5033.0,5657.0,551.0,,3827.0,3100.0,9862.0,179.0,8535.0,360.0,24590.0,451.0,367.0,27.0,80.0,898.0,1.0,37949.0,489.0,274.0,7445.0,13214.0,90.0,17765.0,2056.0,40591.0,999.0,37100.0,2492.0
134,,106194219,LOS ANGELES,1500 SAN PABLO STREET,LOS ANGELES,90033,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,,,Teaching,300-499,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,106196035,LOS ANGELES,1011 BALDWIN PARK BLVD.,BALDWIN PARK,91706,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,33868.0,40876.0,4.0,8536.0,7304.0,10398.0,8699.0,8221.0,8453.0,7916.0,7503.0,6127.0,1591.0,,8210.0,2620.0,50102.0,419.0,49389.0,1899.0,12211.0,1048.0,393.0,57.0,189.0,1816.0,3.0,69946.0,812.0,266.0,19739.0,17703.0,153.0,33551.0,3577.0,74748.0,1630.0,61533.0,11585.0
136,,106196168,LOS ANGELES,2801 ATLANTIC AVENUE,LONG BEACH,90806,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,,,,300-499,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,106196403,LOS ANGELES,9333 IMPERIAL HIGHWAY,DOWNEY,90242,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,42398.0,55056.0,3.0,11202.0,8601.0,14917.0,13023.0,11444.0,10920.0,10286.0,8077.0,6414.0,2572.0,1.0,5817.0,15794.0,60547.0,275.0,59469.0,1923.0,14179.0,1019.0,3617.0,48.0,167.0,1494.0,9.0,89419.0,1252.0,381.0,23913.0,20305.0,178.0,49270.0,3771.0,97457.0,885.0,80346.0,16226.0
138,,106196405,LOS ANGELES,38600 MEDICAL CENTER DRIVE,PALMDALE,93551,General Acute Care Hospital,Investor - Corporation,,Basic,,,150-199,Urban,27750.0,36853.0,,8922.0,7926.0,12171.0,9796.0,8066.0,7558.0,4863.0,2365.0,1620.0,1315.0,1.0,280.0,16337.0,29395.0,122.0,27584.0,196.0,20084.0,395.0,317.0,53.0,12.0,34.0,4.0,62247.0,256.0,43.0,35807.0,6795.0,1475.0,15818.0,4708.0,64603.0,374.0,59449.0,4780.0
139,,106201281,MADERA,1250 EAST ALMOND AVENUE,MADERA,93637,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,100-149,Rural,14643.0,18898.0,1.0,2492.0,3374.0,6507.0,5762.0,4739.0,4142.0,2825.0,1917.0,1431.0,353.0,,482.0,1565.0,23393.0,25.0,102.0,2661.0,28707.0,3266.0,1959.0,53.0,3.0,,,27337.0,254.0,79.0,20236.0,5296.0,1046.0,3974.0,2990.0,33542.0,166.0,23344.0,10032.0
140,,106204019,MADERA,9300 VALLEY CHILDREN'S PLACE,MADERA,93636,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Rural,53547.0,48906.0,,60553.0,25246.0,399.0,131.0,56.0,41.0,20.0,,2.0,16005.0,,3683.0,4411.0,77335.0,99.0,7036.0,58.0,87166.0,365.0,40.0,3.0,,,,101980.0,,,83548.0,25.0,2601.0,13739.0,2540.0,102453.0,158.0,81690.0,20605.0
141,,106210992,MARIN,99 MONTECILLO ROAD,SAN RAFAEL,94903,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,100-149,Urban,11847.0,13653.0,,1427.0,2112.0,2242.0,2335.0,2594.0,3579.0,3664.0,3670.0,3724.0,153.0,,1276.0,1254.0,3261.0,99.0,3558.0,610.0,18703.0,244.0,186.0,49.0,61.0,192.0,5.0,24194.0,270.0,134.0,2392.0,9071.0,629.0,12051.0,1357.0,25500.0,273.0,24098.0,1129.0
142,,106211006,MARIN,250 BON AIR ROAD,GREENBRAE,94904,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,14030.0,14961.0,2.0,3104.0,2691.0,3161.0,3588.0,3546.0,3747.0,3101.0,2916.0,2582.0,557.0,,1100.0,1612.0,7262.0,33.0,239.0,29.0,25980.0,128.0,224.0,43.0,1.0,23.0,12.0,27986.0,103.0,111.0,10552.0,7340.0,821.0,8599.0,1681.0,28993.0,6.0,24102.0,4885.0
143,,106214034,MARIN,180 ROWLAND WAY,NOVATO,94945,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,1-49,Urban,6350.0,7441.0,,1172.0,1349.0,1454.0,1788.0,1590.0,1842.0,1653.0,1425.0,1375.0,143.0,,421.0,637.0,3576.0,29.0,2171.0,414.0,10119.0,322.0,59.0,6.0,2.0,12.0,33.0,13134.0,41.0,47.0,5139.0,3754.0,362.0,3558.0,978.0,13791.0,245.0,11430.0,2116.0
144,,106220733,MARIPOSA,5189 HOSPITAL RD.,MARIPOSA,95338,General Acute Care Hospital,District,,Standby,SMALL/RURAL,,1-49,Rural,3067.0,3562.0,1.0,510.0,621.0,872.0,849.0,636.0,876.0,915.0,687.0,610.0,54.0,,106.0,56.0,576.0,271.0,136.0,201.0,5860.0,673.0,195.0,4.0,1.0,5.0,,5634.0,86.0,9.0,607.0,1802.0,164.0,3253.0,804.0,6630.0,39.0,6520.0,71.0
145,,106231013,MENDOCINO,700 RIVER DRIVE,FORT BRAGG,95437,General Acute Care Hospital,District,,Standby,SMALL/RURAL,,1-49,Rural,4521.0,4843.0,,631.0,678.0,1019.0,1212.0,1093.0,1298.0,1355.0,1189.0,803.0,86.0,,62.0,70.0,1094.0,101.0,1314.0,87.0,7730.0,385.0,148.0,15.0,1.0,5.0,2.0,8643.0,62.0,24.0,268.0,3167.0,430.0,5024.0,475.0,9364.0,52.0,8642.0,670.0
146,,106231396,MENDOCINO,275 HOSPITAL DRIVE,UKIAH,95482,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,50-99,Rural,13486.0,14668.0,4.0,3296.0,3140.0,4440.0,4251.0,3264.0,3313.0,2704.0,1935.0,1255.0,554.0,6.0,180.0,466.0,7298.0,1763.0,7117.0,275.0,18344.0,741.0,278.0,17.0,1.0,12.0,1.0,26522.0,260.0,22.0,15680.0,5336.0,1166.0,4324.0,1618.0,28158.0,85.0,24672.0,3401.0
147,,106234038,MENDOCINO,1 MARCELA DRIVE,WILLITS,95490,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,1-49,Rural,6307.0,6950.0,1.0,1470.0,1368.0,2013.0,1970.0,1570.0,1542.0,1518.0,994.0,598.0,211.0,4.0,61.0,142.0,1640.0,967.0,1730.0,117.0,10234.0,436.0,159.0,8.0,1.0,3.0,,12414.0,79.0,27.0,6836.0,2620.0,506.0,2319.0,976.0,13258.0,27.0,12699.0,532.0
148,,106240924,MERCED,520 WEST I STREET,LOS BANOS,93635,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,1-49,Rural,13290.0,17824.0,,5218.0,4336.0,4914.0,4542.0,3491.0,3052.0,2199.0,1470.0,994.0,898.0,,346.0,1350.0,22635.0,69.0,20453.0,126.0,8770.0,948.0,346.0,22.0,2.0,13.0,2.0,29412.0,146.0,43.0,19033.0,4236.0,562.0,4757.0,2526.0,31114.0,176.0,23997.0,6941.0
149,,106240942,MERCED,333  MERCY AVENUE,MERCED,95340,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,25042.0,33352.0,3.0,8099.0,7335.0,10824.0,8773.0,6500.0,6248.0,4139.0,2629.0,2215.0,1633.0,2.0,2308.0,4526.0,29307.0,62.0,856.0,666.0,49979.0,1186.0,3616.0,60.0,6.0,28.0,5.0,53033.0,89.0,177.0,37730.0,9031.0,980.0,7478.0,3178.0,58397.0,798.0,49963.0,7636.0
150,,106250955,MODOC,741 N. MAIN STREET,CEDARVILLE,96104,General Acute Care Hospital,District,,Standby,SMALL/RURAL,,1-49,Frontier,130.0,161.0,,23.0,12.0,35.0,30.0,24.0,33.0,54.0,39.0,32.0,8.0,1.0,1.0,1.0,17.0,35.0,4.0,4.0,246.0,28.0,,2.0,,,1.0,260.0,,,82.0,114.0,8.0,51.0,36.0,291.0,,285.0,6.0
151,,106250956,MODOC,228 WEST MCDOWELL AVENUE,ALTURAS,96101,General Acute Care Hospital,District,,Standby,SMALL/RURAL,,50-99,Frontier,2231.0,2500.0,1.0,487.0,488.0,600.0,632.0,512.0,705.0,569.0,390.0,242.0,107.0,,23.0,26.0,327.0,175.0,99.0,1778.0,2631.0,233.0,85.0,9.0,,,1.0,4254.0,42.0,14.0,2376.0,1205.0,81.0,686.0,384.0,4732.0,4.0,4659.0,69.0
152,,106260011,MONO,85 SIERRA PARK ROAD,MAMMOTH LAKES,93546,General Acute Care Hospital,District,,Standby,SMALL/RURAL,,1-49,Rural,5806.0,4239.0,,834.0,1528.0,2042.0,1314.0,1254.0,1194.0,956.0,585.0,209.0,129.0,,499.0,96.0,1549.0,59.0,1532.0,228.0,7631.0,181.0,81.0,6.0,,,,9688.0,,9.0,2196.0,1158.0,436.0,5621.0,634.0,10045.0,27.0,9372.0,646.0
153,,106270744,MONTEREY,23625 W. R. HOLMAN HIGHWAY,MONTEREY,93940,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,19625.0,24770.0,1.0,4859.0,4666.0,6789.0,5722.0,4426.0,5014.0,4700.0,3760.0,3656.0,804.0,,2455.0,2675.0,10957.0,219.0,13136.0,3155.0,22748.0,147.0,472.0,64.0,8.0,27.0,2.0,43215.0,146.0,77.0,15458.0,9938.0,4357.0,11768.0,2871.0,44396.0,584.0,40544.0,3268.0
154,,106270777,MONTEREY,300 CANAL STREET,KING CITY,93930,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,50-99,Rural,5511.0,6469.0,,2565.0,1875.0,1888.0,1639.0,1215.0,873.0,606.0,373.0,342.0,604.0,,60.0,139.0,10101.0,5.0,10232.0,3.0,1541.0,268.0,78.0,9.0,,,,11624.0,,1.0,7801.0,1235.0,509.0,1523.0,912.0,11980.0,63.0,5888.0,6029.0
155,,106270875,MONTEREY,450 EAST ROMIE LANE,SALINAS,93901,General Acute Care Hospital,District,,Basic,,,200-299,Urban,18260.0,26413.0,,7280.0,5436.0,7963.0,6617.0,4776.0,4177.0,3129.0,1996.0,1803.0,1496.0,,1082.0,967.0,34104.0,50.0,3923.0,52.0,38599.0,294.0,1074.0,43.0,,,,43147.0,4.0,,24869.0,6047.0,1145.0,10920.0,1692.0,44673.0,219.0,31382.0,13072.0
156,,106274043,MONTEREY,1441 CONSTITUTION BOULEVARD,SALINAS,93906,General Acute Care Hospital,City or County,,Basic,,,150-199,Urban,22120.0,25295.0,,7599.0,6192.0,9593.0,7748.0,5521.0,4390.0,2727.0,1038.0,643.0,1964.0,,1103.0,1625.0,38327.0,260.0,633.0,311.0,43483.0,353.0,1572.0,50.0,1.0,13.0,19.0,42765.0,217.0,21.0,31559.0,3737.0,2302.0,5991.0,3826.0,47415.0,1209.0,26255.0,19951.0
157,,106281047,NAPA,1000 TRANCAS STREET,NAPA,94558,General Acute Care Hospital,Investor - Limited Liability Company,,Basic,,,200-299,Urban,12189.0,13229.0,,2305.0,2018.0,3560.0,3301.0,2938.0,3232.0,2741.0,2258.0,2589.0,476.0,,479.0,590.0,8434.0,16.0,356.0,337.0,23640.0,780.0,340.0,63.0,15.0,31.0,38.0,23458.0,145.0,196.0,9118.0,6794.0,1466.0,5676.0,2364.0,25418.0,101.0,22245.0,3072.0
158,,106281078,NAPA,10 WOODLAND RD.,ST. HELENA,94574,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Standby,,,150-199,Rural,3224.0,3604.0,,562.0,530.0,922.0,846.0,750.0,822.0,819.0,819.0,680.0,73.0,5.0,141.0,102.0,1973.0,18.0,1198.0,103.0,5257.0,170.0,42.0,5.0,1.0,8.0,,6513.0,46.0,15.0,1664.0,1888.0,708.0,2207.0,361.0,6828.0,28.0,5715.0,1085.0
159,,106291023,NEVADA,155 GLASSON WAY,GRASS VALLEY,95945,General Acute Care Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,100-149,Rural,10845.0,11949.0,,1673.0,1896.0,2899.0,2953.0,2284.0,2770.0,3329.0,2459.0,2267.0,264.0,,102.0,177.0,997.0,53.0,1218.0,233.0,21011.0,472.0,263.0,32.0,7.0,85.0,4.0,21281.0,352.0,88.0,9119.0,7467.0,648.0,4033.0,1521.0,22794.0,30.0,22571.0,193.0
160,,106291053,NEVADA,10121 PINE AVE,TRUCKEE,96161,General Acute Care Hospital,District,,Basic,SMALL/RURAL,,50-99,Rural,6369.0,5524.0,,1152.0,1568.0,1894.0,1680.0,1470.0,1400.0,1269.0,889.0,402.0,169.0,,264.0,114.0,2025.0,16.0,242.0,82.0,11175.0,294.0,1.0,2.0,1.0,34.0,2.0,11179.0,54.0,,1567.0,1669.0,435.0,6776.0,1446.0,11893.0,66.0,10738.0,1089.0
