,datayear,oshpd_id2,county_name,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,license_type_desc,control_type_desc,TRAUMA_CENTER_DESC,ed_lic_levl_end,rural_hospital_desc,teaching_hospital_desc,licensed_bed_size,mssa_designation,Sex_Male,Sex_Female,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Islander,Black,Hispanic,Native_American_Eskimo_Aleut,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Hospice_Care,Home_Health_Service,Residential_Care,Routine,Psychiatric_Care,SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,ED_Visit,All_Other_Languages,English,Spanish
109,,106190631,LOS ANGELES,12401 WASHINGTON BLVD.,WHITTIER,90602,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,500+,Urban,26852.0,35064.0,,8617.0,7007.0,9728.0,8144.0,7018.0,6728.0,4999.0,3740.0,4011.0,1919.0,5.0,1271.0,833.0,49653.0,45.0,145.0,124.0,9845.0,2410.0,3299.0,84.0,20.0,43.0,10.0,54952.0,487.0,220.0,30136.0,11796.0,1265.0,16016.0,2703.0,61916.0,224.0,53631.0,8061.0
110,,106190636,LOS ANGELES,1115 SOUTH SUNSET AVENUE,WEST COVINA,91790,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,22113.0,27471.0,,8943.0,6144.0,8624.0,5953.0,4966.0,5236.0,3864.0,2313.0,2063.0,1478.0,,3552.0,1711.0,37536.0,72.0,631.0,140.0,5942.0,964.0,1056.0,41.0,10.0,,,46952.0,228.0,307.0,3.0,7354.0,391.0,36061.0,5775.0,49584.0,1441.0,38933.0,9210.0
111,,106190673,LOS ANGELES,1350 WEST COVINA BOULEVARD,SAN DIMAS,91773,Hospital,Investor - Limited Liability Company,,Basic,,,100-149,Urban,6739.0,8334.0,,1562.0,1810.0,2756.0,2163.0,1925.0,1758.0,1215.0,814.0,861.0,209.0,,895.0,977.0,6692.0,18.0,59.0,35.0,6397.0,344.0,939.0,13.0,1.0,3.0,3.0,13003.0,69.0,64.0,1275.0,2638.0,524.0,9378.0,1258.0,15073.0,42.0,14823.0,208.0
112,,106190680,LOS ANGELES,1300 WEST SEVENTH STREET,SAN PEDRO,90732,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,16249.0,21129.0,8.0,4405.0,4240.0,6548.0,5472.0,4907.0,4730.0,3063.0,1624.0,1717.0,680.0,,650.0,3476.0,19745.0,40.0,2926.0,362.0,10187.0,461.0,251.0,29.0,3.0,32.0,1.0,35747.0,377.0,176.0,20284.0,5456.0,1253.0,7047.0,3346.0,37386.0,349.0,32859.0,4178.0
113,,106190687,LOS ANGELES,1250 16TH STREET,SANTA MONICA,90404,Hospital,University of California,,Basic,,,200-299,Urban,18414.0,20002.0,10.0,4014.0,3457.0,6160.0,5772.0,5166.0,4885.0,3759.0,2202.0,2256.0,754.0,1.0,1887.0,4542.0,9397.0,131.0,3131.0,338.0,19000.0,498.0,320.0,45.0,10.0,80.0,,36930.0,296.0,95.0,12302.0,5406.0,880.0,15786.0,4052.0,38426.0,912.0,35260.0,2254.0
114,,106190696,LOS ANGELES,9449 SAN FERNANDO ROAD,SUN VALLEY,91352,Hospital,Investor - Corporation,,Basic,,,200-299,Urban,6015.0,6089.0,,1598.0,1666.0,2358.0,1824.0,1585.0,1674.0,683.0,264.0,187.0,265.0,,121.0,784.0,9028.0,3.0,876.0,5.0,1287.0,91.0,382.0,17.0,,,,11461.0,3.0,4.0,8708.0,878.0,285.0,968.0,1265.0,12104.0,34.0,8829.0,3241.0
115,,106190708,LOS ANGELES,4929 VAN NUYS BOULEVARD,SHERMAN OAKS,91403,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,10620.0,11389.0,,1615.0,1708.0,4224.0,4001.0,2992.0,3184.0,2067.0,1007.0,1021.0,190.0,,421.0,2723.0,4519.0,18.0,3571.0,420.0,10337.0,334.0,1172.0,29.0,,,68.0,19394.0,481.0,106.0,10717.0,3938.0,356.0,3878.0,3120.0,22009.0,371.0,20504.0,1134.0
116,,106190754,LOS ANGELES,3630 E. IMPERIAL HIGHWAY,LYNWOOD,90262,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,30325.0,36262.0,4.0,9894.0,7965.0,13428.0,9411.0,7409.0,6808.0,4791.0,2317.0,1614.0,2954.0,,390.0,14354.0,47731.0,16.0,2003.0,496.0,1601.0,823.0,5121.0,152.0,5.0,174.0,27.0,59294.0,24.0,558.0,12351.0,3304.0,390.0,40156.0,10390.0,66591.0,304.0,47073.0,19214.0
117,,106190756,LOS ANGELES,2121 SANTA MONICA BLVD.,SANTA MONICA,90404,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,10710.0,11585.0,3.0,922.0,1230.0,3221.0,3364.0,3046.0,3360.0,2584.0,1958.0,2461.0,152.0,,845.0,2173.0,3089.0,124.0,2481.0,431.0,13155.0,258.0,377.0,24.0,2.0,27.0,5.0,21032.0,295.0,175.0,5449.0,6014.0,488.0,7844.0,2501.0,22298.0,884.0,20638.0,776.0
118,,106190758,LOS ANGELES,501 S BUENA VISTA STREET,BURBANK,91505,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,24181.0,30089.0,9.0,5951.0,4840.0,9554.0,8287.0,6727.0,6701.0,5052.0,2951.0,2922.0,1294.0,,1496.0,2988.0,19292.0,30.0,2979.0,191.0,27303.0,957.0,979.0,82.0,2.0,60.0,3.0,50767.0,410.0,274.0,23700.0,8408.0,1052.0,15817.0,5299.0,54279.0,5087.0,41873.0,7319.0
119,,106190762,LOS ANGELES,2131 WEST 3RD STREET,LOS ANGELES,90057,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,11542.0,11746.0,,511.0,1047.0,4295.0,3747.0,3244.0,3960.0,2904.0,1881.0,1637.0,62.0,,3216.0,3822.0,11051.0,155.0,98.0,513.0,4433.0,290.0,1155.0,35.0,,2.0,32.0,21357.0,125.0,226.0,14970.0,1747.0,534.0,2551.0,3486.0,23288.0,1465.0,17750.0,4073.0
120,,106190766,LOS ANGELES,13100 SOUTH STUDEBAKER ROAD,NORWALK,90650,Hospital,Investor - Limited Liability Company,,Basic,,,100-149,Urban,7125.0,7544.0,,1750.0,1717.0,2739.0,2423.0,2094.0,1780.0,1057.0,463.0,409.0,237.0,,452.0,1770.0,9582.0,,297.0,,2568.0,456.0,1286.0,23.0,,7.0,48.0,12002.0,130.0,43.0,2350.0,8216.0,488.0,347.0,3268.0,14669.0,11.0,14446.0,212.0
121,,106190796,LOS ANGELES,757 WESTWOOD PLAZA,LOS ANGELES,90095,Hospital,University of California,,Comprehensive,,Teaching,300-499,Urban,17982.0,19418.0,2.0,2647.0,4086.0,8757.0,5509.0,4164.0,4076.0,3578.0,2125.0,1865.0,595.0,,3767.0,4787.0,7711.0,83.0,3047.0,567.0,17440.0,1306.0,473.0,59.0,10.0,55.0,1.0,33391.0,1980.0,26.0,8165.0,5677.0,1227.0,18518.0,3815.0,37402.0,1311.0,34275.0,1816.0
122,,106190812,LOS ANGELES,15107 VANOWEN STREET,VAN NUYS,91405,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,28261.0,35643.0,2.0,13126.0,7905.0,10454.0,9027.0,6955.0,6749.0,3819.0,1671.0,1236.0,2964.0,,1182.0,3256.0,46253.0,74.0,960.0,181.0,12000.0,547.0,4151.0,60.0,5.0,5.0,,58744.0,285.0,6.0,13969.0,4703.0,203.0,37804.0,7227.0,63906.0,1592.0,37920.0,24394.0
123,,106190818,LOS ANGELES,1812 VERDUGO BOULEVARD,GLENDALE,91208,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,8455.0,10020.0,,1672.0,2000.0,2627.0,2475.0,2396.0,2690.0,1925.0,1256.0,1219.0,215.0,,1097.0,983.0,2873.0,57.0,1.0,719.0,12745.0,705.0,253.0,22.0,9.0,,2.0,17178.0,48.0,221.0,6440.0,3191.0,263.0,7248.0,1333.0,18475.0,439.0,17814.0,222.0
124,,106190859,LOS ANGELES,7300 MEDICAL CENTER DRIVE,WEST HILLS,91307,Hospital,Investor - Corporation,,Basic,,,200-299,Urban,21762.0,26825.0,,5633.0,5100.0,8631.0,7527.0,5943.0,5998.0,3906.0,2415.0,2528.0,906.0,,1732.0,2676.0,12448.0,11.0,12506.0,915.0,18299.0,759.0,1955.0,66.0,5.0,61.0,,44925.0,372.0,130.0,22207.0,7384.0,1372.0,11935.0,5689.0,48587.0,874.0,44676.0,3037.0
125,,106190878,LOS ANGELES,1720 CESAR E. CHAVEZ AVENUE,LOS ANGELES,90033,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,300-499,Urban,22611.0,28802.0,3.0,8906.0,5803.0,8981.0,6655.0,5499.0,5231.0,3692.0,2351.0,1871.0,2427.0,,375.0,1215.0,46297.0,8.0,1012.0,60.0,2449.0,694.0,2595.0,33.0,18.0,57.0,,47447.0,25.0,249.0,34453.0,6693.0,1624.0,4585.0,4061.0,51416.0,51.0,31526.0,19839.0
126,,106190883,LOS ANGELES,9080 COLIMA ROAD,WHITTIER,90605,Hospital,Investor - Corporation,,Basic,,,150-199,Urban,11392.0,15123.0,,4146.0,3171.0,5024.0,3937.0,2933.0,2793.0,1736.0,926.0,967.0,882.0,,2476.0,564.0,17545.0,24.0,1125.0,238.0,4543.0,863.0,882.0,21.0,1.0,3.0,,23794.0,194.0,93.0,4317.0,2886.0,305.0,17609.0,1398.0,26515.0,1141.0,21231.0,4143.0
127,,106190949,LOS ANGELES,23845 MCBEAN PARKWAY,VALENCIA,91355,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,25967.0,31875.0,1.0,7560.0,7282.0,9992.0,7820.0,7215.0,6534.0,4439.0,2901.0,2714.0,1386.0,,1900.0,3400.0,15460.0,30.0,1364.0,90.0,35599.0,2080.0,1220.0,67.0,,41.0,,53372.0,56.0,85.0,11407.0,8111.0,1944.0,32845.0,3535.0,57843.0,60.0,56131.0,1652.0
128,,106191227,LOS ANGELES,1000 WEST CARSON STREET,TORRANCE,90502,Hospital,City or County,,Basic,,Teaching,300-499,Urban,31322.0,30247.0,10.0,10139.0,8211.0,8475.0,7397.0,8254.0,8943.0,5161.0,1583.0,773.0,2643.0,,3520.0,11896.0,36494.0,90.0,1536.0,2135.0,5908.0,34.0,327.0,29.0,4.0,39.0,32.0,59647.0,907.0,145.0,45558.0,3167.0,799.0,2917.0,9065.0,61579.0,956.0,40772.0,19851.0
129,,106191228,LOS ANGELES,1200 NORTH STATE STREET,LOS ANGELES,90033,Hospital,City or County,,Comprehensive,,Teaching,500+,Urban,60559.0,45080.0,22.0,8018.0,8067.0,16653.0,17444.0,18832.0,20107.0,10875.0,2851.0,1040.0,1774.0,,3538.0,14355.0,69108.0,142.0,3867.0,5507.0,9144.0,24.0,657.0,117.0,11.0,66.0,77.0,94750.0,1044.0,107.0,78157.0,5824.0,10597.0,4034.0,7049.0,105661.0,2283.0,60664.0,42714.0
130,,106191230,LOS ANGELES,1680 EAST 120TH STREET,LOS ANGELES,90059,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,Teaching,100-149,Urban,25796.0,34075.0,13.0,4709.0,5072.0,13136.0,10366.0,9349.0,9382.0,4716.0,1306.0,814.0,1034.0,,258.0,28235.0,27018.0,54.0,259.0,1436.0,2624.0,1459.0,2787.0,59.0,35.0,9.0,328.0,54056.0,980.0,46.0,43368.0,4608.0,9242.0,2666.0,,59884.0,64.0,47202.0,12618.0
131,,106191231,LOS ANGELES,14445 OLIVE VIEW DRIVE,SYLMAR,91342,Hospital,City or County,,Basic,,Teaching,300-499,Urban,25567.0,26895.0,10.0,1952.0,3229.0,8411.0,8825.0,10285.0,10711.0,6383.0,1513.0,670.0,493.0,,2042.0,2711.0,36289.0,50.0,496.0,3145.0,7739.0,115.0,233.0,11.0,9.0,40.0,689.0,49946.0,928.0,151.0,37220.0,2785.0,2348.0,2396.0,7723.0,52472.0,1092.0,25834.0,25546.0
132,,106191306,LOS ANGELES,7601 EAST IMPERIAL HIGHWAY,DOWNEY,90242,Hospital,City or County,,,,Teaching,200-299,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,106191450,LOS ANGELES,5601 DE SOTO AVENUE,WOODLAND HILLS,91367,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,17509.0,20177.0,1.0,2908.0,3181.0,4865.0,3835.0,3722.0,4513.0,4659.0,4301.0,5218.0,485.0,,3404.0,2897.0,9046.0,129.0,356.0,420.0,21435.0,350.0,305.0,38.0,75.0,559.0,,35554.0,483.0,244.0,6824.0,12081.0,88.0,16430.0,2260.0,37687.0,942.0,34387.0,2358.0
134,,106196035,LOS ANGELES,1011 BALDWIN PARK BLVD.,BALDWIN PARK,91706,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,34558.0,41456.0,,9750.0,7972.0,10999.0,8751.0,8460.0,8201.0,7745.0,6777.0,5531.0,1827.0,1.0,7578.0,2677.0,52158.0,195.0,1364.0,1332.0,10710.0,1131.0,348.0,48.0,144.0,1351.0,4.0,71786.0,859.0,162.0,21006.0,16280.0,167.0,33589.0,4972.0,76014.0,1484.0,61853.0,12677.0
135,,106196403,LOS ANGELES,9333 IMPERIAL HIGHWAY,DOWNEY,90242,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,37515.0,49034.0,5.0,9966.0,8299.0,13202.0,11182.0,10295.0,10098.0,9087.0,6750.0,5358.0,2317.0,,4975.0,14190.0,53198.0,254.0,981.0,991.0,11965.0,1132.0,4033.0,56.0,153.0,862.0,3.0,78977.0,1029.0,213.0,21026.0,17199.0,185.0,44134.0,4002.0,86554.0,849.0,71111.0,14594.0
136,,106196405,LOS ANGELES,38600 MEDICAL CENTER DRIVE,PALMDALE,93551,Hospital,Investor - Corporation,,Basic,,,150-199,Urban,28855.0,39130.0,,10008.0,8223.0,12658.0,9910.0,8477.0,8214.0,4870.0,2464.0,1669.0,1492.0,,353.0,16998.0,28512.0,48.0,4256.0,469.0,17349.0,311.0,492.0,90.0,7.0,28.0,,65739.0,174.0,43.0,35563.0,8102.0,1456.0,15848.0,7016.0,67985.0,354.0,63502.0,4129.0
137,,106201281,MADERA,1250 EAST ALMOND AVENUE,MADERA,93637,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,100-149,Rural,15923.0,21059.0,1.0,2876.0,3821.0,7880.0,6555.0,4876.0,4560.0,2811.0,1690.0,1456.0,458.0,,496.0,1642.0,25837.0,15.0,7.0,1182.0,7804.0,3288.0,3347.0,58.0,1.0,,,29354.0,235.0,114.0,22166.0,5086.0,1211.0,4409.0,4111.0,36983.0,209.0,25640.0,11134.0
138,,106204019,MADERA,9300 VALLEY CHILDREN'S PLACE,MADERA,93636,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Rural,59844.0,54328.0,,69077.0,25483.0,374.0,149.0,67.0,36.0,26.0,5.0,,18955.0,,3339.0,4763.0,86138.0,55.0,1140.0,14.0,18723.0,296.0,47.0,5.0,,,,113761.0,,,96576.0,26.0,967.0,14771.0,1832.0,114172.0,232.0,90456.0,23484.0
139,,106210992,MARIN,99 MONTECILLO ROAD,SAN RAFAEL,94903,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,100-149,Urban,11672.0,13653.0,,1456.0,2171.0,2173.0,2272.0,2697.0,3567.0,3797.0,3295.0,3710.0,187.0,,1155.0,1230.0,3240.0,89.0,666.0,501.0,18444.0,210.0,207.0,33.0,59.0,69.0,5.0,24274.0,224.0,101.0,2503.0,8725.0,577.0,12085.0,1435.0,25325.0,263.0,23861.0,1201.0
140,,106211006,MARIN,250 BON AIR ROAD,GREENBRAE,94904,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,14645.0,15567.0,3.0,3290.0,2684.0,3525.0,3761.0,3783.0,4054.0,3290.0,2614.0,2491.0,723.0,,1110.0,1597.0,7397.0,60.0,193.0,19.0,19839.0,48.0,161.0,36.0,7.0,7.0,3.0,29334.0,161.0,136.0,10651.0,6934.0,978.0,9603.0,2049.0,30215.0,147.0,28410.0,1658.0
141,,106214034,MARIN,180 ROWLAND WAY,NOVATO,94945,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,1-49,Urban,6167.0,7273.0,2.0,1231.0,1420.0,1577.0,1586.0,1601.0,1866.0,1548.0,1251.0,1227.0,135.0,,330.0,579.0,3305.0,28.0,350.0,144.0,8706.0,257.0,53.0,11.0,3.0,36.0,8.0,12742.0,45.0,50.0,5064.0,3411.0,391.0,3614.0,951.0,13442.0,158.0,11390.0,1894.0
142,,106220733,MARIPOSA,"5189 HOSPITAL RD., PO BOX 216",MARIPOSA,95338,Hospital,District,,Standby,SMALL/RURAL,,1-49,Rural,2882.0,3154.0,,503.0,623.0,817.0,721.0,560.0,858.0,759.0,636.0,462.0,97.0,,85.0,52.0,432.0,185.0,47.0,52.0,5183.0,719.0,250.0,2.0,1.0,,,4964.0,36.0,9.0,560.0,1608.0,121.0,3373.0,374.0,6036.0,27.0,5952.0,57.0
143,,106231013,MENDOCINO,700 RIVER DRIVE,FORT BRAGG,95437,Hospital,District,,Standby,SMALL/RURAL,,1-49,Rural,4692.0,5063.0,,705.0,694.0,1136.0,1244.0,1230.0,1362.0,1442.0,990.0,846.0,106.0,,61.0,86.0,1089.0,109.0,289.0,74.0,8047.0,313.0,143.0,12.0,1.0,8.0,2.0,9117.0,56.0,14.0,388.0,3116.0,481.0,5366.0,404.0,9755.0,42.0,9045.0,668.0
144,,106231396,MENDOCINO,275 HOSPITAL DRIVE,UKIAH,95482,Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,50-99,Rural,13106.0,14670.0,4.0,3199.0,3035.0,4603.0,4206.0,3199.0,3281.0,2658.0,1644.0,1392.0,563.0,,183.0,460.0,6802.0,1783.0,719.0,166.0,17667.0,632.0,207.0,14.0,10.0,17.0,2.0,26379.0,214.0,34.0,15281.0,5452.0,1368.0,3985.0,1694.0,27780.0,79.0,24532.0,3169.0
145,,106234038,MENDOCINO,1 MARCELA DRIVE,WILLITS,95490,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,1-49,Rural,5803.0,6446.0,,1398.0,1345.0,1932.0,1773.0,1422.0,1435.0,1418.0,778.0,526.0,222.0,,60.0,123.0,1357.0,861.0,243.0,91.0,9514.0,285.0,75.0,10.0,,4.0,,11631.0,78.0,19.0,6269.0,2400.0,547.0,2146.0,887.0,12249.0,31.0,11818.0,400.0
146,,106240924,MERCED,520 WEST I STREET,LOS BANOS,93635,Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,1-49,Rural,14167.0,19002.0,,5647.0,4508.0,5186.0,4814.0,4078.0,3491.0,2180.0,1277.0,1051.0,937.0,,388.0,1644.0,23199.0,45.0,678.0,110.0,7105.0,609.0,268.0,25.0,6.0,22.0,2.0,31662.0,115.0,65.0,21582.0,4380.0,810.0,4385.0,1991.0,33169.0,136.0,26001.0,7032.0
147,,106240942,MERCED,333  MERCY AVENUE,MERCED,95340,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,150-199,Urban,26893.0,34968.0,13.0,9810.0,7601.0,11495.0,9140.0,6560.0,6570.0,4129.0,2279.0,2107.0,2183.0,,2245.0,5045.0,30810.0,17.0,255.0,276.0,23226.0,914.0,4615.0,92.0,4.0,8.0,3.0,55631.0,138.0,81.0,41435.0,8443.0,969.0,6961.0,4064.0,61874.0,570.0,53457.0,7847.0
148,,106250955,MODOC,741 N. MAIN STREET,CEDARVILLE,96104,Hospital,District,,Standby,SMALL/RURAL,,1-49,Frontier,126.0,187.0,,30.0,30.0,41.0,35.0,25.0,33.0,41.0,35.0,40.0,3.0,,3.0,,24.0,43.0,2.0,7.0,234.0,30.0,,1.0,,,,282.0,,,121.0,86.0,7.0,51.0,48.0,313.0,6.0,300.0,7.0
149,,106250956,MODOC,228 WEST MCDOWELL AVENUE,ALTURAS,96101,Hospital,District,,Standby,SMALL/RURAL,,50-99,Frontier,1808.0,2329.0,,542.0,360.0,591.0,499.0,394.0,679.0,464.0,313.0,224.0,71.0,,41.0,40.0,243.0,238.0,96.0,98.0,3381.0,261.0,36.0,7.0,,,,3769.0,3.0,13.0,1976.0,1108.0,60.0,689.0,304.0,4137.0,4.0,4096.0,37.0
150,,106260011,MONO,85 SIERRA PARK ROAD,MAMMOTH LAKES,93546,Hospital,District,,Standby,SMALL/RURAL,,1-49,Rural,5094.0,4059.0,,845.0,1361.0,1896.0,1299.0,1095.0,1043.0,949.0,424.0,125.0,116.0,,374.0,81.0,1265.0,57.0,139.0,63.0,7174.0,166.0,35.0,3.0,,,,8946.0,,,2015.0,940.0,309.0,5340.0,549.0,9153.0,43.0,8499.0,611.0
151,,106270744,MONTEREY,23625 W. R. HOLMAN HIGHWAY,MONTEREY,93940,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,21475.0,26683.0,1.0,5975.0,4946.0,7387.0,6037.0,4737.0,5536.0,5040.0,3546.0,3860.0,1095.0,,2642.0,3366.0,12136.0,78.0,3314.0,1246.0,25377.0,193.0,1209.0,66.0,12.0,45.0,2.0,46274.0,213.0,103.0,18733.0,10237.0,4905.0,11920.0,2358.0,48159.0,664.0,43829.0,3666.0
152,,106270777,MONTEREY,300 CANAL STREET,KING CITY,93930,Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,50-99,Rural,5381.0,6615.0,,2793.0,1750.0,2109.0,1573.0,968.0,899.0,581.0,330.0,312.0,681.0,,41.0,112.0,10012.0,14.0,6.0,1.0,1810.0,281.0,46.0,12.0,,1.0,,11655.0,,1.0,7782.0,1181.0,414.0,1602.0,1009.0,11996.0,66.0,5900.0,6030.0
153,,106270875,MONTEREY,450 EAST ROMIE LANE,SALINAS,93901,Hospital,District,,Basic,,,200-299,Urban,20044.0,28974.0,,8613.0,5839.0,9087.0,6917.0,5050.0,4451.0,3236.0,1946.0,1975.0,1904.0,,1414.0,1164.0,36410.0,41.0,1608.0,,8381.0,255.0,229.0,53.0,1.0,1.0,,48348.0,4.0,2.0,28125.0,6758.0,1218.0,11432.0,1485.0,49018.0,218.0,34668.0,14132.0
154,,106274043,MONTEREY,1441 CONSTITUTION BOULEVARD,SALINAS,93906,Hospital,City or County,,Basic,,,150-199,Urban,22306.0,24209.0,,8719.0,5761.0,8844.0,7164.0,5221.0,4559.0,2505.0,950.0,583.0,2209.0,,1054.0,1398.0,37397.0,189.0,207.0,186.0,6084.0,309.0,2055.0,59.0,,20.0,19.0,41773.0,171.0,25.0,31900.0,3533.0,1671.0,5690.0,3721.0,46515.0,901.0,25679.0,19935.0
155,,106281047,NAPA,1000 TRANCAS STREET,NAPA,94558,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,12240.0,13858.0,1.0,2439.0,2248.0,3881.0,3536.0,3010.0,3321.0,2732.0,2069.0,2366.0,497.0,,466.0,406.0,7921.0,9.0,172.0,227.0,16898.0,668.0,232.0,32.0,7.0,13.0,24.0,24471.0,177.0,72.0,9532.0,6402.0,1561.0,6177.0,2427.0,26099.0,76.0,22923.0,3100.0
156,,106281078,NAPA,10 WOODLAND RD.,ST. HELENA,94574,Hospital,Non-profit Corporation (incl. Church-related),,Standby,,,150-199,Rural,3388.0,3819.0,1.0,613.0,562.0,1066.0,935.0,829.0,890.0,863.0,689.0,656.0,105.0,,131.0,95.0,1960.0,11.0,173.0,57.0,4781.0,166.0,40.0,9.0,4.0,8.0,,6901.0,51.0,5.0,1739.0,1757.0,694.0,2593.0,425.0,7208.0,22.0,6087.0,1099.0
157,,106291023,NEVADA,155 GLASSON WAY,GRASS VALLEY,95945,Hospital,Non-profit Corporation (incl. Church-related),,Basic,SMALL/RURAL,,100-149,Rural,12945.0,14324.0,1.0,2017.0,2517.0,3731.0,3446.0,2789.0,3477.0,3648.0,2603.0,2689.0,353.0,,146.0,272.0,854.0,79.0,201.0,246.0,25472.0,620.0,480.0,41.0,5.0,46.0,1.0,25310.0,369.0,210.0,11031.0,8671.0,937.0,4965.0,1663.0,27270.0,63.0,27057.0,150.0
158,,106291053,NEVADA,10121 PINE AVE,TRUCKEE,96161,Hospital,District,,Basic,SMALL/RURAL,,50-99,Rural,6682.0,5927.0,,1271.0,1625.0,2184.0,1829.0,1522.0,1449.0,1297.0,853.0,405.0,174.0,,259.0,116.0,2135.0,5.0,326.0,15.0,9753.0,265.0,28.0,3.0,,34.0,2.0,11806.0,59.0,2.0,786.0,1782.0,527.0,8297.0,1178.0,12609.0,59.0,11637.0,913.0
159,,106300032,ORANGE,1201 WEST LA VETA AVENUE,ORANGE,92868,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,300-499,Urban,40967.0,36004.0,9.0,46838.0,17473.0,541.0,131.0,92.0,61.0,31.0,12.0,4.0,11797.0,,4231.0,1139.0,50228.0,90.0,4872.0,1182.0,15238.0,43.0,255.0,4.0,,4.0,,75649.0,15.0,,61794.0,32.0,495.0,13199.0,1291.0,76980.0,451.0,55338.0,21191.0
160,,106300225,ORANGE,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708,Hospital,Non-profit Corporation (incl. Church-related),,Basic,,,200-299,Urban,11414.0,16408.0,,1570.0,2097.0,4031.0,3693.0,3521.0,4081.0,2972.0,2605.0,2948.0,304.0,,4731.0,736.0,6164.0,23.0,1218.0,8.0,14942.0,616.0,,29.0,23.0,361.0,,26342.0,120.0,312.0,8594.0,7675.0,453.0,9896.0,1204.0,27822.0,1195.0,25765.0,862.0
161,,106301098,ORANGE,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,Hospital,Investor - Individual,,Basic,,,200-299,Urban,13514.0,17210.0,,2805.0,2910.0,5720.0,4538.0,3974.0,4107.0,2799.0,1694.0,1623.0,554.0,,1741.0,1470.0,16798.0,13.0,1437.0,7.0,9258.0,908.0,764.0,65.0,13.0,,,28433.0,228.0,117.0,17923.0,5461.0,388.0,4796.0,2156.0,30724.0,526.0,24195.0,6003.0
162,,106301140,ORANGE,2601 EAST CHAPMAN AVENUE,ORANGE,92869,Hospital,Investor - Corporation,,Basic,,,100-149,Urban,3155.0,3543.0,,285.0,742.0,1486.0,1067.0,984.0,970.0,569.0,291.0,282.0,22.0,,287.0,226.0,2431.0,5.0,429.0,34.0,3286.0,254.0,306.0,22.0,3.0,6.0,4.0,5956.0,76.0,16.0,2374.0,991.0,185.0,2509.0,639.0,6698.0,78.0,5859.0,761.0
163,,106301175,ORANGE,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,Hospital,Investor - Corporation,,Basic,,,200-299,Urban,18266.0,22771.0,,4525.0,4051.0,6406.0,5448.0,5573.0,5625.0,3770.0,2594.0,2169.0,876.0,,10571.0,840.0,16528.0,32.0,3209.0,286.0,9571.0,490.0,1779.0,63.0,6.0,71.0,1.0,37701.0,311.0,530.0,24357.0,7148.0,399.0,6656.0,2477.0,41037.0,6650.0,27397.0,6990.0
